path,label
../data/train/953/5.jpg,953
../data/train/953/3.jpg,953
../data/train/953/40.jpg,953
../data/train/953/29.jpg,953
../data/train/953/10.jpg,953
../data/train/953/4.jpg,953
../data/train/953/21.jpg,953
../data/train/953/24.jpg,953
../data/train/953/45.jpg,953
../data/train/953/32.jpg,953
../data/train/953/11.jpg,953
../data/train/953/27.jpg,953
../data/train/953/19.jpg,953
../data/train/953/12.jpg,953
../data/train/953/34.jpg,953
../data/train/953/17.jpg,953
../data/train/953/6.jpg,953
../data/train/953/23.jpg,953
../data/train/953/43.jpg,953
../data/train/953/18.jpg,953
../data/train/953/2.jpg,953
../data/train/953/22.jpg,953
../data/train/953/9.jpg,953
../data/train/953/26.jpg,953
../data/train/953/0.jpg,953
../data/train/953/20.jpg,953
../data/train/953/44.jpg,953
../data/train/953/13.jpg,953
../data/train/953/37.jpg,953
../data/train/953/25.jpg,953
../data/train/953/7.jpg,953
../data/train/953/39.jpg,953
../data/train/953/42.jpg,953
../data/train/953/28.jpg,953
../data/train/953/41.jpg,953
../data/train/953/47.jpg,953
../data/train/953/15.jpg,953
../data/train/953/8.jpg,953
../data/train/953/31.jpg,953
../data/train/953/14.jpg,953
../data/train/953/36.jpg,953
../data/train/953/46.jpg,953
../data/train/953/38.jpg,953
../data/train/953/1.jpg,953
../data/train/953/35.jpg,953
../data/train/953/16.jpg,953
../data/train/953/33.jpg,953
../data/train/953/30.jpg,953
../data/train/61/5.jpg,61
../data/train/61/3.jpg,61
../data/train/61/40.jpg,61
../data/train/61/29.jpg,61
../data/train/61/10.jpg,61
../data/train/61/4.jpg,61
../data/train/61/21.jpg,61
../data/train/61/24.jpg,61
../data/train/61/45.jpg,61
../data/train/61/32.jpg,61
../data/train/61/11.jpg,61
../data/train/61/27.jpg,61
../data/train/61/19.jpg,61
../data/train/61/12.jpg,61
../data/train/61/34.jpg,61
../data/train/61/17.jpg,61
../data/train/61/6.jpg,61
../data/train/61/23.jpg,61
../data/train/61/43.jpg,61
../data/train/61/18.jpg,61
../data/train/61/2.jpg,61
../data/train/61/22.jpg,61
../data/train/61/9.jpg,61
../data/train/61/26.jpg,61
../data/train/61/0.jpg,61
../data/train/61/20.jpg,61
../data/train/61/44.jpg,61
../data/train/61/13.jpg,61
../data/train/61/37.jpg,61
../data/train/61/25.jpg,61
../data/train/61/7.jpg,61
../data/train/61/39.jpg,61
../data/train/61/42.jpg,61
../data/train/61/28.jpg,61
../data/train/61/41.jpg,61
../data/train/61/47.jpg,61
../data/train/61/15.jpg,61
../data/train/61/8.jpg,61
../data/train/61/31.jpg,61
../data/train/61/14.jpg,61
../data/train/61/36.jpg,61
../data/train/61/46.jpg,61
../data/train/61/38.jpg,61
../data/train/61/1.jpg,61
../data/train/61/35.jpg,61
../data/train/61/16.jpg,61
../data/train/61/33.jpg,61
../data/train/61/30.jpg,61
../data/train/427/5.jpg,427
../data/train/427/3.jpg,427
../data/train/427/40.jpg,427
../data/train/427/29.jpg,427
../data/train/427/10.jpg,427
../data/train/427/4.jpg,427
../data/train/427/21.jpg,427
../data/train/427/24.jpg,427
../data/train/427/45.jpg,427
../data/train/427/32.jpg,427
../data/train/427/11.jpg,427
../data/train/427/27.jpg,427
../data/train/427/19.jpg,427
../data/train/427/12.jpg,427
../data/train/427/34.jpg,427
../data/train/427/17.jpg,427
../data/train/427/6.jpg,427
../data/train/427/23.jpg,427
../data/train/427/43.jpg,427
../data/train/427/18.jpg,427
../data/train/427/2.jpg,427
../data/train/427/22.jpg,427
../data/train/427/9.jpg,427
../data/train/427/26.jpg,427
../data/train/427/0.jpg,427
../data/train/427/20.jpg,427
../data/train/427/44.jpg,427
../data/train/427/13.jpg,427
../data/train/427/37.jpg,427
../data/train/427/25.jpg,427
../data/train/427/7.jpg,427
../data/train/427/39.jpg,427
../data/train/427/42.jpg,427
../data/train/427/28.jpg,427
../data/train/427/41.jpg,427
../data/train/427/47.jpg,427
../data/train/427/15.jpg,427
../data/train/427/8.jpg,427
../data/train/427/31.jpg,427
../data/train/427/14.jpg,427
../data/train/427/36.jpg,427
../data/train/427/46.jpg,427
../data/train/427/38.jpg,427
../data/train/427/1.jpg,427
../data/train/427/35.jpg,427
../data/train/427/16.jpg,427
../data/train/427/33.jpg,427
../data/train/427/30.jpg,427
../data/train/531/5.jpg,531
../data/train/531/3.jpg,531
../data/train/531/40.jpg,531
../data/train/531/29.jpg,531
../data/train/531/10.jpg,531
../data/train/531/4.jpg,531
../data/train/531/21.jpg,531
../data/train/531/24.jpg,531
../data/train/531/45.jpg,531
../data/train/531/32.jpg,531
../data/train/531/11.jpg,531
../data/train/531/27.jpg,531
../data/train/531/19.jpg,531
../data/train/531/12.jpg,531
../data/train/531/34.jpg,531
../data/train/531/17.jpg,531
../data/train/531/6.jpg,531
../data/train/531/23.jpg,531
../data/train/531/43.jpg,531
../data/train/531/18.jpg,531
../data/train/531/2.jpg,531
../data/train/531/22.jpg,531
../data/train/531/9.jpg,531
../data/train/531/26.jpg,531
../data/train/531/0.jpg,531
../data/train/531/20.jpg,531
../data/train/531/44.jpg,531
../data/train/531/13.jpg,531
../data/train/531/37.jpg,531
../data/train/531/25.jpg,531
../data/train/531/7.jpg,531
../data/train/531/39.jpg,531
../data/train/531/42.jpg,531
../data/train/531/28.jpg,531
../data/train/531/41.jpg,531
../data/train/531/47.jpg,531
../data/train/531/15.jpg,531
../data/train/531/8.jpg,531
../data/train/531/31.jpg,531
../data/train/531/14.jpg,531
../data/train/531/36.jpg,531
../data/train/531/46.jpg,531
../data/train/531/38.jpg,531
../data/train/531/1.jpg,531
../data/train/531/35.jpg,531
../data/train/531/16.jpg,531
../data/train/531/33.jpg,531
../data/train/531/30.jpg,531
../data/train/916/5.jpg,916
../data/train/916/3.jpg,916
../data/train/916/40.jpg,916
../data/train/916/29.jpg,916
../data/train/916/10.jpg,916
../data/train/916/4.jpg,916
../data/train/916/21.jpg,916
../data/train/916/24.jpg,916
../data/train/916/45.jpg,916
../data/train/916/32.jpg,916
../data/train/916/11.jpg,916
../data/train/916/27.jpg,916
../data/train/916/19.jpg,916
../data/train/916/12.jpg,916
../data/train/916/34.jpg,916
../data/train/916/17.jpg,916
../data/train/916/6.jpg,916
../data/train/916/23.jpg,916
../data/train/916/43.jpg,916
../data/train/916/18.jpg,916
../data/train/916/2.jpg,916
../data/train/916/22.jpg,916
../data/train/916/9.jpg,916
../data/train/916/26.jpg,916
../data/train/916/0.jpg,916
../data/train/916/20.jpg,916
../data/train/916/44.jpg,916
../data/train/916/13.jpg,916
../data/train/916/37.jpg,916
../data/train/916/25.jpg,916
../data/train/916/7.jpg,916
../data/train/916/39.jpg,916
../data/train/916/42.jpg,916
../data/train/916/28.jpg,916
../data/train/916/41.jpg,916
../data/train/916/47.jpg,916
../data/train/916/15.jpg,916
../data/train/916/8.jpg,916
../data/train/916/31.jpg,916
../data/train/916/14.jpg,916
../data/train/916/36.jpg,916
../data/train/916/46.jpg,916
../data/train/916/38.jpg,916
../data/train/916/1.jpg,916
../data/train/916/35.jpg,916
../data/train/916/16.jpg,916
../data/train/916/33.jpg,916
../data/train/916/30.jpg,916
../data/train/523/5.jpg,523
../data/train/523/3.jpg,523
../data/train/523/40.jpg,523
../data/train/523/29.jpg,523
../data/train/523/10.jpg,523
../data/train/523/4.jpg,523
../data/train/523/21.jpg,523
../data/train/523/24.jpg,523
../data/train/523/45.jpg,523
../data/train/523/32.jpg,523
../data/train/523/11.jpg,523
../data/train/523/27.jpg,523
../data/train/523/19.jpg,523
../data/train/523/12.jpg,523
../data/train/523/34.jpg,523
../data/train/523/17.jpg,523
../data/train/523/6.jpg,523
../data/train/523/23.jpg,523
../data/train/523/43.jpg,523
../data/train/523/18.jpg,523
../data/train/523/2.jpg,523
../data/train/523/22.jpg,523
../data/train/523/9.jpg,523
../data/train/523/26.jpg,523
../data/train/523/0.jpg,523
../data/train/523/20.jpg,523
../data/train/523/44.jpg,523
../data/train/523/13.jpg,523
../data/train/523/37.jpg,523
../data/train/523/25.jpg,523
